id,white,citizen,female,education,age,age,agebreak,income,married,children,attend,bornagain,pid7,pid3,pid2,ideology,treatname,treatment,voter,voted,voter3,voted3,votesurer,votesured,repvote,demvote,american,connected,natid,natidc,natidbin,born,citizenship,lived,english,christian,respect,feel,ancestor,exclude,exclude4,wordtreat
2,1,1,1,5,26,26,2,9,0,0,1,0,3,1,1,2,DemPat,3,4,4,2,2,,,0,0,4,3,7,1,1,3,3,3,3,1,3,3,3,22,2,Descriptive
5,1,1,1,2,40,40,5,1,0,0,5,1,7,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,3,5,8,2,1,3,4,4,4,4,4,4,4,31,4,Control
9,1,1,1,5,53,53,7,11,1,0,2,0,2,1,1,4,Control,1,2,6,1,3,0,1,0,1,4,4,8,2,1,3,3,3,3,2,3,3,3,23,2,Prescriptive
12,1,1,1,6,54,54,7,8,1,0,1,1,6,3,2,6,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
15,1,1,1,4,43,43,5,6,1,1,5,1,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,4,3,4,4,4,4,4,2,29,4,Descriptive
16,1,1,1,2,33,33,3,1,0,0,1,0,4,2,,4,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,3,3,3,3,1,1,3,3,20,1,Descriptive
19,1,1,0,5,99,99,11,5,0,0,1,0,3,1,1,1,Control,1,5,3,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
20,1,1,0,5,30,30,3,9,1,1,5,1,4,2,,4,RepPat,2,6,2,3,1,1,0,1,0,3,2,5,1,1,2,3,2,3,2,3,3,3,21,1,Prescriptive
22,1,1,0,2,21,21,1,11,0,0,6,0,4,2,,7,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
24,1,1,1,3,68,68,10,8,1,0,1,0,5,3,2,5,RepPat,2,6,2,3,1,1,0,1,0,5,5,10,4,2,1,4,1,4,1,4,4,1,20,1,Descriptive
25,1,1,1,3,54,54,7,7,1,0,1,0,5,3,2,5,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,3,4,4,2,29,4,Prescriptive
27,1,1,1,4,20,20,1,7,0,0,3,1,7,3,2,6,DemPat,3,7,1,3,1,1,0,1,0,5,5,10,4,2,3,4,2,4,3,4,4,2,26,3,Control
28,1,1,1,2,81,81,11,5,0,0,5,1,6,3,2,6,DemPat,3,5,3,3,1,1,0,1,0,5,5,10,4,2,3,4,3,4,4,4,4,3,29,4,Prescriptive
34,1,1,1,4,34,34,3,5,1,1,3,1,2,1,1,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,,4,4,4,4,4,4,4,,,Control
39,1,1,0,6,66,66,10,11,1,0,1,0,2,1,1,4,DemPat,3,5,3,3,1,1,0,1,0,5,3,8,2,1,2,3,3,3,2,4,3,1,21,1,Descriptive
40,1,1,1,3,51,51,7,5,0,0,1,0,1,1,1,1,RepPat,2,2,6,1,3,0,1,0,1,4,4,8,2,1,1,3,2,3,1,4,3,1,18,1,Prescriptive
42,1,1,1,2,18,18,1,7,0,0,1,0,1,1,1,1,RepPat,2,3,5,1,3,0,1,0,1,4,4,8,2,1,1,4,1,3,1,3,3,1,17,1,Prescriptive
43,1,1,1,2,22,22,1,5,0,1,1,0,6,3,2,3,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,2,4,1,4,3,2,23,2,Control
45,1,1,1,6,70,70,11,10,1,0,1,0,3,1,1,2,Control,1,3,5,1,3,0,1,0,1,5,4,9,3,2,3,4,3,4,3,4,3,3,27,3,Descriptive
46,1,1,0,5,68,68,10,8,1,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,2,4,3,4,1,4,4,2,24,2,Control
47,1,1,0,2,48,48,6,5,0,0,1,0,5,3,2,4,DemPat,3,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,3,3,4,4,4,30,4,Prescriptive
48,1,1,0,3,28,28,2,9,1,1,6,1,7,3,2,1,RepPat,2,6,2,3,1,1,0,1,0,4,4,8,2,1,3,3,3,4,4,4,3,4,28,3,Control
50,1,1,1,2,52,52,7,10,1,1,3,0,6,3,2,4,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,2,4,2,3,4,2,24,2,Descriptive
56,1,1,1,3,32,32,3,6,1,1,6,1,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,3,3,4,4,4,4,3,3,28,3,Prescriptive
59,1,1,1,6,34,34,3,3,0,1,1,0,4,2,,4,DemPat,3,5,3,3,1,1,0,1,0,2,2,4,1,1,3,3,3,3,1,3,3,3,22,2,Control
61,1,1,1,6,29,29,2,6,0,0,1,0,2,1,1,4,Control,1,2,6,1,3,0,1,0,1,4,3,7,1,1,1,3,1,3,1,3,2,1,15,1,Control
63,1,1,0,6,27,27,2,5,1,1,5,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,,,,4,4,4,,,,Prescriptive
64,1,1,1,1,33,33,3,2,0,1,1,0,1,1,1,4,Control,1,2,6,1,3,0,1,0,1,5,4,9,3,2,4,4,3,4,2,4,2,3,26,3,Prescriptive
66,1,1,1,2,19,19,1,4,1,1,1,0,5,3,2,4,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,3,4,2,4,2,4,4,2,25,3,Descriptive
67,1,1,1,2,18,18,1,3,1,1,1,0,3,1,1,4,Control,1,6,2,3,1,1,0,1,0,4,4,8,2,1,3,3,2,4,3,4,2,2,23,2,Prescriptive
68,1,1,1,2,69,69,10,3,0,0,2,0,4,2,,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,4,3,3,4,3,3,4,4,28,3,Control
70,1,1,1,5,72,72,11,8,1,0,5,0,1,1,1,2,RepPat,2,1,7,1,3,0,1,0,1,5,4,9,3,2,1,4,1,4,1,4,,1,,,Descriptive
73,1,1,0,2,35,35,4,8,1,1,1,0,6,3,2,3,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,4,4,4,4,1,2,4,2,25,3,Control
74,1,1,1,1,50,50,7,1,0,0,3,1,3,1,1,3,RepPat,2,2,6,1,3,0,1,0,1,5,3,8,2,1,4,4,4,4,1,4,4,3,28,3,Prescriptive
76,1,1,1,4,28,28,2,7,1,1,1,0,3,1,1,1,RepPat,2,2,6,1,3,0,1,0,1,3,4,7,1,1,1,4,1,1,1,3,4,1,16,1,Prescriptive
78,1,1,0,3,64,64,9,2,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,3,3,6,1,1,2,2,3,3,1,3,2,1,17,1,Control
79,1,1,1,3,52,52,7,11,1,0,5,1,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,4,9,3,2,3,3,3,3,3,3,3,3,24,2,Descriptive
80,1,1,0,5,35,35,4,9,1,1,5,1,7,3,2,1,DemPat,3,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,3,4,4,3,4,3,29,4,Prescriptive
89,1,1,1,3,87,87,11,6,0,0,1,0,7,3,2,7,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,2,4,4,2,28,3,Prescriptive
91,1,1,0,3,69,69,10,4,1,0,1,1,7,3,2,6,Control,1,7,1,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,4,3,4,2,28,3,Control
92,1,1,0,6,24,24,1,9,1,1,4,1,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,,2,4,4,4,,,Descriptive
101,1,1,1,5,70,70,11,7,1,0,1,1,5,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,3,4,4,4,31,4,Prescriptive
103,1,1,1,4,29,29,2,5,0,1,1,0,5,3,2,4,DemPat,3,4,4,2,2,,,0,0,4,4,8,2,1,3,3,3,4,2,3,3,3,24,2,Control
105,1,1,1,2,23,23,1,4,0,0,6,1,4,2,,4,Control,1,2,6,1,3,0,1,0,1,5,4,9,3,2,3,3,2,2,3,2,3,2,20,1,Prescriptive
106,1,1,0,5,42,42,5,6,0,0,1,0,3,1,1,1,Control,1,4,4,2,2,,,0,0,2,3,5,1,1,1,2,1,2,1,3,3,1,14,1,Control
109,1,1,1,2,34,34,3,6,1,1,1,1,6,3,2,3,DemPat,3,6,2,3,1,1,0,1,0,4,4,8,2,1,3,3,3,3,4,3,2,1,22,2,Control
110,1,1,1,6,65,65,10,10,1,0,1,0,5,3,2,6,DemPat,3,6,2,3,1,1,0,1,0,4,3,7,1,1,4,4,4,4,2,3,3,2,26,3,Prescriptive
111,1,1,1,6,56,56,8,10,1,0,5,1,7,3,2,7,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,2,2,2,1,1,1,1,1,11,1,Descriptive
118,1,1,1,5,55,55,8,6,0,0,5,1,7,3,2,7,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,2,3,3,2,26,3,Descriptive
119,1,1,0,3,66,66,10,9,1,0,3,1,7,3,2,6,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
120,1,1,1,4,57,57,8,11,1,0,3,1,6,3,2,5,DemPat,3,7,1,3,1,1,0,1,0,5,4,9,3,2,2,4,2,3,3,4,3,2,23,2,Prescriptive
122,1,1,1,5,47,47,6,8,1,1,4,1,7,3,2,7,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,2,4,3,4,2,4,4,2,25,3,Descriptive
124,1,1,0,5,38,38,4,7,0,1,1,1,7,3,2,6,Control,1,5,3,3,1,1,0,1,0,1,1,2,1,1,1,4,4,4,1,1,1,1,17,1,Prescriptive
127,1,1,1,3,60,60,9,3,1,0,5,1,7,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,5,10,4,2,3,4,4,4,3,4,4,3,29,4,Descriptive
129,1,1,1,2,24,24,1,3,0,1,2,0,1,1,1,3,Control,1,5,3,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,3,4,4,4,31,4,Control
130,1,1,1,6,53,53,7,11,1,0,3,0,6,3,2,6,DemPat,3,7,1,3,1,1,0,1,0,5,5,10,4,2,3,4,3,4,3,4,4,1,26,3,Control
136,1,1,1,3,25,25,2,8,0,0,1,0,6,3,2,5,Control,1,7,1,3,1,1,0,1,0,3,2,5,1,1,1,4,3,4,1,4,2,1,20,1,Prescriptive
139,1,1,0,5,65,65,10,9,1,0,5,0,4,2,,5,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,4,4,3,3,3,3,3,2,25,3,Descriptive
140,1,1,1,5,66,66,10,9,1,0,1,0,4,2,,4,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,1,2,1,3,1,4,4,1,17,1,Control
142,1,1,1,5,28,28,2,8,0,0,2,0,3,1,1,3,DemPat,3,1,7,1,3,0,1,0,1,5,4,9,3,2,3,4,2,4,1,3,4,2,23,2,Descriptive
148,1,1,1,3,44,44,5,1,0,0,1,1,4,2,,2,DemPat,3,5,3,3,1,1,0,1,0,2,1,3,1,1,1,3,3,4,1,4,2,2,20,1,Prescriptive
151,1,1,1,5,63,63,9,9,0,0,1,0,1,1,1,2,DemPat,3,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,,4,4,4,,,Descriptive
152,1,1,1,5,27,27,2,7,0,0,1,0,2,1,1,3,RepPat,2,6,2,3,1,1,0,1,0,4,4,8,2,1,4,4,3,4,1,4,2,2,24,2,Control
153,1,1,1,2,59,59,8,2,0,0,1,1,2,1,1,4,RepPat,2,2,6,1,3,0,1,0,1,5,1,6,1,1,4,4,3,4,4,4,4,4,31,4,Prescriptive
154,1,1,0,2,35,35,4,4,1,1,4,1,2,1,1,4,Control,1,5,3,3,1,1,0,1,0,4,5,9,3,2,4,3,3,4,3,4,4,3,28,3,Control
156,1,1,1,2,32,32,3,6,1,1,3,1,2,1,1,6,RepPat,2,2,6,1,3,0,1,0,1,5,5,10,4,2,4,3,4,3,2,3,4,4,27,3,Prescriptive
158,1,1,1,2,28,28,2,5,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,3,3,6,1,1,3,3,2,2,1,3,2,1,17,1,Prescriptive
160,1,1,1,3,52,52,7,2,0,0,1,1,3,1,1,3,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,4,4,3,4,2,1,3,,,,Descriptive
163,1,1,0,1,36,36,4,9,0,0,4,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,3,3,6,1,1,2,1,2,2,1,1,2,2,13,1,Descriptive
171,1,1,1,6,65,65,10,11,1,0,1,0,7,3,2,5,Control,1,6,2,3,1,1,0,1,0,5,3,8,2,1,1,3,1,4,1,4,4,1,19,1,Control
172,1,1,0,5,28,28,2,10,0,0,1,0,5,3,2,7,DemPat,3,2,6,1,3,0,1,0,1,5,4,9,3,2,2,4,2,4,2,4,4,2,24,2,Prescriptive
175,1,1,1,5,21,21,1,2,0,1,5,1,2,1,1,3,Control,1,5,3,3,1,1,0,1,0,3,2,5,1,1,3,4,4,2,1,3,3,4,24,2,Descriptive
177,1,1,1,5,68,68,10,8,1,0,1,0,2,1,1,4,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,3,4,2,4,2,1,23,2,Prescriptive
187,1,1,1,3,27,27,2,7,1,1,5,1,7,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,5,5,10,4,2,3,4,3,4,,4,4,,,,Prescriptive
189,1,1,1,2,28,28,2,5,0,0,1,0,1,1,1,1,DemPat,3,2,6,1,3,0,1,0,1,4,4,8,2,1,1,3,1,3,1,3,4,1,17,1,Control
190,1,1,1,6,69,69,10,7,1,0,5,0,1,1,1,2,RepPat,2,2,6,1,3,0,1,0,1,5,3,8,2,1,3,4,4,4,1,2,3,2,23,2,Control
191,1,1,1,5,62,62,9,5,1,0,1,0,2,1,1,4,DemPat,3,2,6,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
194,1,1,0,2,88,88,11,6,1,0,1,1,5,3,2,6,DemPat,3,6,2,3,1,1,0,1,0,5,3,8,2,1,4,3,3,4,4,3,3,3,27,3,Descriptive
195,1,1,1,5,65,65,10,1,1,0,1,0,3,1,1,4,Control,1,4,4,2,2,,,0,0,4,4,8,2,1,2,3,2,2,1,4,4,2,20,1,Prescriptive
201,1,1,0,6,79,79,11,2,1,0,6,1,1,1,1,4,Control,1,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
207,1,1,1,5,58,58,8,11,1,0,5,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,4,4,8,2,1,4,4,4,4,2,2,3,2,25,3,Descriptive
209,1,1,0,1,18,18,1,7,0,1,1,0,1,1,1,1,DemPat,3,2,6,1,3,0,1,0,1,2,2,4,1,1,2,3,2,3,,1,2,1,,,Prescriptive
210,1,1,1,3,52,52,7,6,0,0,1,1,6,3,2,7,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,2,4,4,3,29,4,Control
212,1,1,1,2,31,31,3,4,1,1,1,1,2,1,1,4,RepPat,2,3,5,1,3,0,1,0,1,5,5,10,4,2,4,3,4,4,4,2,4,4,29,4,Descriptive
213,1,1,1,5,45,45,6,5,0,0,1,0,4,2,,4,RepPat,2,5,3,3,1,1,0,1,0,5,4,9,3,2,3,4,2,4,2,2,3,3,23,2,Descriptive
215,1,1,1,5,67,67,10,7,0,1,3,0,2,1,1,2,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,3,4,4,4,,4,2,1,,,Control
220,1,1,1,4,34,34,3,10,1,1,4,1,5,3,2,3,DemPat,3,3,5,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Control
223,1,1,1,5,56,56,8,9,1,0,1,0,7,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,2,4,4,2,28,3,Prescriptive
225,1,1,1,3,40,40,5,3,0,1,5,1,6,3,2,5,DemPat,3,3,5,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,3,4,4,2,29,4,Descriptive
226,1,1,1,5,58,58,8,6,0,0,1,0,1,1,1,4,Control,1,1,7,1,3,0,1,0,1,5,3,8,2,1,3,4,4,4,,3,3,1,,,Descriptive
230,1,1,1,6,68,68,10,11,1,0,1,0,2,1,1,3,RepPat,2,4,4,2,2,,,0,0,4,4,8,2,1,2,3,3,4,1,4,3,1,21,1,Descriptive
232,1,1,1,5,25,25,2,5,0,0,1,0,1,1,1,2,DemPat,3,1,7,1,3,0,1,0,1,4,4,8,2,1,2,4,4,4,1,3,4,2,24,2,Prescriptive
233,1,1,1,6,49,49,6,3,1,0,5,1,6,3,2,6,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,2,4,3,4,3,4,3,1,24,2,Control
235,1,1,0,2,71,71,11,8,1,0,2,0,7,3,2,7,DemPat,3,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,3,4,4,3,30,4,Descriptive
237,1,1,0,2,49,49,6,7,1,1,4,0,4,2,,4,RepPat,2,6,2,3,1,1,0,1,0,5,2,7,1,1,2,4,3,4,2,4,4,1,24,2,Prescriptive
242,1,1,1,2,37,37,4,1,0,0,1,0,2,1,1,2,Control,1,3,5,1,3,0,1,0,1,4,3,7,1,1,3,3,2,3,2,2,3,3,21,1,Descriptive
245,1,1,1,3,62,62,9,4,1,0,2,0,2,1,1,7,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
246,1,1,1,2,20,20,1,7,0,0,1,0,3,1,1,3,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,3,4,3,4,2,3,4,3,26,3,Control
247,1,1,0,3,63,63,9,7,0,0,1,1,2,1,1,3,DemPat,3,2,6,1,3,0,1,0,1,4,3,7,1,1,2,3,2,3,1,3,3,1,18,1,Control
248,1,1,1,2,69,69,10,4,0,0,1,0,2,1,1,5,RepPat,2,6,2,3,1,1,0,1,0,5,3,8,2,1,3,3,3,4,3,4,3,2,25,3,Descriptive
251,1,1,1,2,62,62,9,7,1,0,6,1,1,1,1,4,RepPat,2,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
253,1,1,1,3,34,34,3,5,0,1,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
261,1,1,1,3,51,51,7,5,0,0,2,1,4,2,,2,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Descriptive
264,1,1,1,3,32,32,3,6,0,0,5,1,7,3,2,6,DemPat,3,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,3,4,4,4,3,30,4,Descriptive
265,1,1,0,5,58,58,8,8,1,0,2,0,1,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,5,3,8,2,1,2,2,2,2,2,2,2,2,16,1,Prescriptive
269,1,1,1,3,27,27,2,8,0,0,1,0,1,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,1,3,4,1,1,1,3,3,2,1,1,4,1,16,1,Prescriptive
271,1,1,1,3,34,34,3,2,0,0,1,0,3,1,1,2,Control,1,1,7,1,3,0,1,0,1,4,4,8,2,1,1,2,2,2,1,3,4,1,16,1,Control
272,1,1,1,2,23,23,1,6,0,1,1,0,7,3,2,6,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
273,1,1,1,6,29,29,2,1,0,0,1,0,3,1,1,2,RepPat,2,4,4,2,2,,,0,0,2,3,5,1,1,2,4,2,2,,2,2,2,,,Control
274,1,1,1,3,32,32,3,5,0,1,5,1,6,3,2,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,4,4,4,4,2,3,2,3,26,3,Prescriptive
280,1,1,0,6,64,64,9,10,1,0,1,0,1,1,1,2,Control,1,1,7,1,3,0,1,0,1,4,4,8,2,1,1,1,1,1,1,3,2,1,11,1,Descriptive
281,1,1,0,5,65,65,10,7,0,0,2,0,7,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,3,3,3,3,28,3,Prescriptive
283,1,1,1,3,55,55,8,7,0,0,5,0,1,1,1,3,DemPat,3,2,6,1,3,0,1,0,1,5,5,10,4,2,1,3,1,2,1,4,4,1,17,1,Prescriptive
284,1,1,1,3,24,24,1,3,0,1,2,0,2,1,1,4,DemPat,3,1,7,1,3,0,1,0,1,5,5,10,4,2,2,2,2,3,1,2,4,1,17,1,Descriptive
288,1,1,1,2,67,67,10,2,0,0,5,1,1,1,1,4,Control,1,5,3,3,1,1,0,1,0,5,4,9,3,2,3,4,4,4,2,4,4,2,27,3,Descriptive
295,1,1,1,3,46,46,6,6,0,1,3,0,6,3,2,4,Control,1,2,6,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,3,4,4,4,31,4,Descriptive
298,1,1,1,5,28,28,2,11,1,1,5,1,6,3,2,5,DemPat,3,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,1,4,4,4,29,4,Prescriptive
299,1,1,1,2,19,19,1,5,0,1,5,0,1,1,1,2,DemPat,3,1,7,1,3,0,1,0,1,5,4,9,3,2,2,3,2,3,3,4,4,2,23,2,Descriptive
300,1,1,1,6,49,49,6,8,0,0,1,0,4,2,,3,RepPat,2,4,4,2,2,,,0,0,4,4,8,2,1,3,3,3,3,,3,3,1,,,Control
302,1,1,1,5,28,28,2,6,0,0,3,0,6,3,2,4,RepPat,2,2,6,1,3,0,1,0,1,3,4,7,1,1,2,3,2,3,1,4,2,2,19,1,Descriptive
306,1,1,1,2,18,18,1,9,0,0,2,0,1,1,1,2,Control,1,3,5,1,3,0,1,0,1,3,2,5,1,1,1,2,1,1,1,2,3,1,12,1,Descriptive
309,1,1,1,2,20,20,1,4,0,1,1,0,5,3,2,5,RepPat,2,7,1,3,1,1,0,1,0,5,2,7,1,1,4,4,4,4,2,4,4,3,29,4,Prescriptive
310,1,1,1,2,58,58,8,7,1,0,1,0,6,3,2,4,Control,1,1,7,1,3,0,1,0,1,5,3,8,2,1,3,4,3,4,4,4,4,1,27,3,Prescriptive
315,1,1,0,5,37,37,4,9,1,1,5,0,4,2,,4,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,3,3,3,3,1,4,4,2,23,2,Descriptive
317,1,1,1,6,63,63,9,6,0,0,5,1,5,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,4,4,8,2,1,2,4,2,3,2,4,2,2,21,1,Control
318,1,1,1,5,60,60,9,11,1,0,3,1,1,1,1,4,RepPat,2,5,3,3,1,1,0,1,0,5,4,9,3,2,4,4,3,3,2,4,4,4,28,3,Prescriptive
322,1,1,0,3,72,72,11,7,0,0,1,0,7,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,4,4,8,2,1,2,3,3,4,4,3,3,2,24,2,Control
324,1,1,1,2,20,20,1,2,1,1,1,0,2,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,1,3,4,1,1,3,3,2,2,1,3,3,2,19,1,Prescriptive
329,1,1,1,4,33,33,3,9,0,0,1,0,1,1,1,2,Control,1,4,4,2,2,,,0,0,4,3,7,1,1,3,3,3,3,1,3,2,2,20,1,Descriptive
332,1,1,1,2,55,55,8,7,1,0,5,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,4,4,4,4,4,2,4,2,28,3,Control
333,1,1,1,2,61,61,9,7,1,0,1,1,7,3,2,6,Control,1,6,2,3,1,1,0,1,0,5,5,10,4,2,3,3,3,4,2,3,4,2,24,2,Prescriptive
334,1,1,1,5,29,29,2,8,1,1,1,0,5,3,2,3,Control,1,3,5,1,3,0,1,0,1,3,4,7,1,1,4,4,1,4,3,4,3,4,27,3,Control
335,1,1,1,4,28,28,2,11,1,0,6,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,3,3,6,1,1,1,1,1,1,1,,,1,,,Prescriptive
337,1,1,1,4,30,30,3,6,1,1,1,0,6,3,2,3,DemPat,3,2,6,1,3,0,1,0,1,5,3,8,2,1,4,4,4,4,1,4,4,3,28,3,Control
338,1,1,1,3,26,26,2,8,0,0,1,0,7,3,2,5,Control,1,6,2,3,1,1,0,1,0,5,3,8,2,1,4,4,4,4,2,4,4,4,30,4,Prescriptive
340,1,1,1,4,39,39,4,6,1,1,1,1,3,1,1,6,DemPat,3,3,5,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Descriptive
341,1,1,1,3,19,19,1,4,0,1,1,0,1,1,1,2,Control,1,2,6,1,3,0,1,0,1,5,5,10,4,2,3,3,3,3,1,2,3,1,19,1,Descriptive
342,1,1,1,4,23,23,1,9,0,0,6,0,3,1,1,4,DemPat,3,4,4,2,2,,,0,0,2,3,5,1,1,2,4,3,3,2,2,2,2,20,1,Descriptive
343,1,1,1,3,26,26,2,5,1,1,5,0,3,1,1,6,DemPat,3,1,7,1,3,0,1,0,1,4,5,9,3,2,4,4,4,4,4,4,3,3,30,4,Descriptive
344,1,1,0,6,46,46,6,10,1,0,2,1,7,3,2,6,RepPat,2,5,3,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,3,4,2,3,28,3,Prescriptive
347,1,1,0,5,42,42,5,9,1,1,5,1,1,1,1,4,RepPat,2,2,6,1,3,0,1,0,1,5,4,9,3,2,3,3,3,3,3,3,3,3,24,2,Control
348,1,1,1,3,40,40,5,2,0,1,1,0,1,1,1,1,Control,1,2,6,1,3,0,1,0,1,5,4,9,3,2,2,3,2,3,1,4,4,2,21,1,Prescriptive
356,1,1,1,6,40,40,5,8,0,0,1,0,1,1,1,2,RepPat,2,1,7,1,3,0,1,0,1,2,3,5,1,1,3,3,2,3,1,2,4,1,19,1,Control
357,1,1,0,5,65,65,10,5,0,0,1,1,7,3,2,5,DemPat,3,7,1,3,1,1,0,1,0,5,5,10,4,2,3,4,2,4,3,4,4,2,26,3,Prescriptive
361,1,1,1,2,65,65,10,4,1,1,1,1,3,1,1,4,RepPat,2,5,3,3,1,1,0,1,0,5,5,10,4,2,1,4,2,4,2,4,4,2,23,2,Descriptive
362,1,1,1,2,29,29,2,9,1,1,1,0,7,3,2,7,RepPat,2,7,1,3,1,1,0,1,0,4,4,8,2,1,3,4,3,3,1,3,3,3,23,2,Descriptive
366,1,1,1,4,40,40,5,6,0,0,1,0,6,3,2,5,DemPat,3,3,5,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,2,4,4,2,28,3,Prescriptive
368,1,1,1,3,26,26,2,1,0,1,1,1,4,2,,4,RepPat,2,6,2,3,1,1,0,1,0,4,2,6,1,1,3,3,2,3,2,3,2,2,20,1,Control
370,1,1,1,6,31,31,3,8,1,1,4,0,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
371,1,1,0,5,62,62,9,11,1,0,4,0,5,3,2,4,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,1,3,2,3,1,3,3,1,17,1,Prescriptive
372,1,1,1,5,25,25,2,7,0,0,3,1,2,1,1,2,Control,1,4,4,2,2,,,0,0,3,4,7,1,1,3,4,4,4,3,4,3,2,27,3,Descriptive
375,1,1,1,3,47,47,6,5,0,0,1,0,1,1,1,2,RepPat,2,3,5,1,3,0,1,0,1,5,5,10,4,2,3,4,2,4,2,4,3,2,24,2,Prescriptive
