id,white,citizen,female,education,age,age,agebreak,income,married,children,attend,bornagain,pid7,pid3,pid2,ideology,treatname,treatment,voter,voted,voter3,voted3,votesurer,votesured,repvote,demvote,american,connected,natid,natidc,natidbin,born,citizenship,lived,english,christian,respect,feel,ancestor,exclude,exclude4,wordtreat
794,1,1,1,5,59,59,8,4,0,0,1,0,3,1,1,3,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,3,4,3,4,2,3,4,3,26,3,Descriptive
795,1,1,1,5,52,52,7,5,0,0,2,1,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,3,8,2,1,3,3,3,3,3,2,3,3,23,2,Control
796,1,1,1,3,48,48,6,7,1,0,1,0,4,2,,4,DemPat,3,3,5,1,3,0,1,0,1,5,3,8,2,1,1,1,1,3,2,3,3,1,15,1,Prescriptive
801,1,1,0,3,55,55,8,8,1,0,1,0,4,2,,4,DemPat,3,6,2,3,1,1,0,1,0,5,3,8,2,1,4,4,4,3,1,3,4,3,26,3,Control
802,1,1,0,6,62,62,9,1,0,0,1,0,1,1,1,1,RepPat,2,1,7,1,3,0,1,0,1,4,4,8,2,1,4,4,4,4,1,3,2,2,24,2,Prescriptive
811,1,1,0,5,32,32,3,7,0,0,1,1,2,1,1,4,RepPat,2,5,3,3,1,1,0,1,0,4,5,9,3,2,3,4,4,4,2,4,4,2,27,3,Prescriptive
812,1,1,1,3,40,40,5,3,0,1,1,0,4,2,,2,Control,1,3,5,1,3,0,1,0,1,4,3,7,1,1,3,3,3,4,1,1,1,2,18,1,Descriptive
815,1,1,0,2,21,21,1,5,0,0,1,0,4,2,,4,DemPat,3,3,5,1,3,0,1,0,1,2,3,5,1,1,2,4,2,3,1,3,1,1,17,1,Control
820,1,1,1,3,20,20,1,2,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,4,3,7,1,1,1,3,2,3,1,1,3,1,15,1,Control
829,1,1,0,3,62,62,9,5,1,0,5,1,5,3,2,6,DemPat,3,5,3,3,1,1,0,1,0,5,4,9,3,2,2,4,3,3,3,3,3,2,23,2,Prescriptive
832,1,1,0,6,62,62,9,1,0,0,1,0,1,1,1,1,Control,1,1,7,1,3,0,1,0,1,5,4,9,3,2,4,3,2,4,1,3,2,2,21,1,Control
833,1,1,1,3,46,46,6,6,0,1,4,1,7,3,2,4,RepPat,2,5,3,3,1,1,0,1,0,5,5,10,4,2,3,4,2,4,,4,4,4,,,Descriptive
836,1,1,1,4,31,31,3,3,0,1,1,1,3,1,1,3,RepPat,2,2,6,1,3,0,1,0,1,4,1,5,1,1,4,4,4,4,,1,3,3,,,Descriptive
837,1,1,1,3,23,23,1,6,0,1,4,1,1,1,1,4,Control,1,1,7,1,3,0,1,0,1,5,5,10,4,2,2,4,1,4,1,4,4,2,22,2,Prescriptive
839,1,1,1,3,43,43,5,9,1,1,1,0,6,3,2,5,RepPat,2,4,4,2,2,,,0,0,3,2,5,1,1,3,4,2,4,1,4,,1,,,Control
841,1,1,1,3,28,28,2,4,1,1,3,1,2,1,1,3,DemPat,3,4,4,2,2,,,0,0,2,1,3,1,1,1,3,4,3,1,4,4,1,21,1,Prescriptive
842,1,1,1,2,64,64,9,9,1,0,5,0,2,1,1,4,DemPat,3,2,6,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
844,1,1,1,5,51,51,7,6,0,0,1,0,4,2,,4,Control,1,2,6,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Descriptive
846,1,1,1,5,33,33,3,6,1,1,2,0,4,2,,5,RepPat,2,6,2,3,1,1,0,1,0,4,3,7,1,1,3,3,3,3,1,2,3,1,19,1,Control
847,1,1,1,2,63,63,9,7,1,0,3,0,1,1,1,4,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
853,1,1,1,2,62,62,9,6,0,1,1,1,2,1,1,4,RepPat,2,5,3,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,3,4,3,2,27,3,Prescriptive
854,1,1,0,6,43,43,5,8,1,1,3,1,7,3,2,6,Control,1,5,3,3,1,1,0,1,0,5,4,9,3,2,3,3,3,3,1,3,3,1,20,1,Descriptive
856,1,1,1,3,57,57,8,9,1,0,1,1,6,3,2,4,DemPat,3,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Descriptive
860,1,1,1,2,65,65,10,3,0,1,1,1,2,1,1,2,DemPat,3,5,3,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,4,3,4,4,30,4,Control
862,1,1,1,2,55,55,8,7,0,0,1,0,2,1,1,4,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,4,1,4,,1,,,Descriptive
865,1,1,1,6,35,35,4,6,0,0,1,1,4,2,,4,Control,1,4,4,2,2,,,0,0,5,3,8,2,1,2,4,2,1,1,,4,1,,,Control
867,1,1,0,3,42,42,5,2,1,0,2,0,2,1,1,4,Control,1,2,6,1,3,0,1,0,1,5,4,9,3,2,2,4,3,3,1,4,3,2,22,2,Control
868,1,1,1,5,53,53,7,7,0,0,4,0,1,1,1,2,Control,1,1,7,1,3,0,1,0,1,5,4,9,3,2,2,4,3,3,2,3,4,2,23,2,Prescriptive
869,1,1,1,5,27,27,2,7,1,1,4,1,7,3,2,7,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,3,4,3,4,2,4,3,2,25,3,Prescriptive
871,1,1,0,5,62,62,9,9,1,0,5,1,4,2,,4,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,2,3,2,4,4,3,3,2,23,2,Control
876,1,1,1,2,20,20,1,2,0,0,1,0,3,1,1,2,Control,1,6,2,3,1,1,0,1,0,3,4,7,1,1,3,4,2,4,3,4,2,4,26,3,Descriptive
877,1,1,1,3,50,50,7,6,1,0,6,1,3,1,1,4,DemPat,3,1,7,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,2,4,4,2,28,3,Prescriptive
878,1,1,1,5,41,41,5,9,1,1,6,0,5,3,2,6,RepPat,2,7,1,3,1,1,0,1,0,4,4,8,2,1,4,3,3,4,4,3,4,3,28,3,Control
881,1,1,1,2,51,51,7,6,1,0,1,0,1,1,1,1,DemPat,3,1,7,1,3,0,1,0,1,3,3,6,1,1,3,3,2,4,1,3,2,1,19,1,Control
883,1,1,0,3,45,45,6,9,1,1,5,1,7,3,2,6,Control,1,7,1,3,1,1,0,1,0,3,4,7,1,1,3,3,2,3,3,2,3,3,22,2,Prescriptive
887,1,1,0,4,20,20,1,8,0,1,1,0,2,1,1,2,DemPat,3,2,6,1,3,0,1,0,1,4,4,8,2,1,2,3,3,2,1,4,3,2,20,1,Prescriptive
896,1,1,1,5,43,43,5,5,0,1,1,0,5,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,4,3,7,1,1,,3,2,3,4,3,3,2,,,Control
901,1,1,1,3,57,57,8,1,0,0,1,0,5,3,2,6,DemPat,3,5,3,3,1,1,0,1,0,5,4,9,3,2,4,4,4,4,2,4,4,4,30,4,Control
902,1,1,1,2,22,22,1,4,0,0,1,0,1,1,1,2,DemPat,3,1,7,1,3,0,1,0,1,3,3,6,1,1,2,2,2,2,2,2,2,2,16,1,Descriptive
903,1,1,1,6,35,35,4,11,1,1,2,0,5,3,2,5,Control,1,5,3,3,1,1,0,1,0,4,4,8,2,1,3,4,3,4,2,3,4,1,24,2,Prescriptive
905,1,1,1,2,59,59,8,11,1,0,1,0,7,3,2,4,Control,1,7,1,3,1,1,0,1,0,5,4,9,3,2,2,4,3,4,4,4,4,1,26,3,Prescriptive
908,1,1,0,3,43,43,5,7,1,1,4,0,7,3,2,7,RepPat,2,7,1,3,1,1,0,1,0,5,3,8,2,1,4,3,2,2,2,3,3,3,22,2,Descriptive
916,1,1,1,2,61,61,9,4,0,0,1,0,2,1,1,6,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,3,4,4,4,31,4,Control
918,1,1,1,2,29,29,2,5,1,0,1,0,4,2,,2,RepPat,2,3,5,1,3,0,1,0,1,3,5,8,2,1,4,3,4,4,,4,4,4,,,Descriptive
920,1,1,0,5,46,46,6,9,1,1,5,1,7,3,2,2,Control,1,2,6,1,3,0,1,0,1,4,5,9,3,2,3,3,4,3,3,4,3,3,26,3,Prescriptive
921,1,1,1,6,69,69,10,5,0,1,2,0,1,1,1,2,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,2,2,2,1,1,3,4,1,16,1,Prescriptive
924,1,1,1,3,50,50,7,2,0,0,5,0,5,3,2,4,RepPat,2,4,4,2,2,,,0,0,4,3,7,1,1,2,2,2,2,2,2,2,2,16,1,Descriptive
925,1,1,0,3,32,32,3,7,1,1,5,1,1,1,1,6,RepPat,2,7,1,3,1,1,0,1,0,4,4,8,2,1,4,4,4,4,4,4,4,4,32,4,Prescriptive
926,1,1,1,4,49,49,6,7,1,1,2,1,1,1,1,2,Control,1,2,6,1,3,0,1,0,1,5,5,10,4,2,4,4,3,3,3,3,3,2,25,3,Control
929,1,1,1,2,29,29,2,2,1,1,5,1,2,1,1,4,DemPat,3,6,2,3,1,1,0,1,0,5,5,10,4,2,3,4,4,4,4,4,4,4,31,4,Descriptive
932,1,1,1,4,51,51,7,8,1,0,1,0,2,1,1,2,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,3,4,3,3,3,4,3,3,26,3,Descriptive
933,1,1,0,2,52,52,7,5,0,0,1,0,2,1,1,4,Control,1,2,6,1,3,0,1,0,1,4,3,7,1,1,4,4,3,4,,3,3,2,,,Control
937,1,1,0,3,76,76,11,7,1,1,1,0,6,3,2,6,DemPat,3,7,1,3,1,1,0,1,0,4,3,7,1,1,2,4,1,3,,4,3,1,,,Prescriptive
939,1,1,0,6,63,63,9,5,0,0,6,1,6,3,2,5,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,2,4,2,3,2,4,3,2,22,2,Prescriptive
942,1,1,1,2,48,48,6,7,1,1,5,1,7,3,2,7,RepPat,2,4,4,2,2,,,0,0,5,5,10,4,2,1,4,2,4,4,4,4,1,24,2,Prescriptive
947,1,1,0,5,68,68,10,9,1,0,5,0,3,1,1,3,Control,1,4,4,2,2,,,0,0,5,4,9,3,2,1,4,2,3,1,3,3,2,19,1,Prescriptive
952,1,1,0,3,57,57,8,6,0,0,1,0,7,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,4,9,3,2,4,4,3,4,1,4,4,2,26,3,Control
954,1,1,1,3,43,43,5,5,0,1,1,1,1,1,1,1,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,2,2,2,2,2,2,2,2,16,1,Control
959,1,1,1,3,45,45,6,4,0,0,1,1,3,1,1,4,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,3,3,4,3,29,4,Control
960,1,1,0,6,47,47,6,9,1,1,1,0,6,3,2,4,RepPat,2,6,2,3,1,1,0,1,0,4,3,7,1,1,1,4,1,1,,,,,,,Prescriptive
961,1,1,1,5,55,55,8,11,0,0,3,0,4,2,,5,DemPat,3,5,3,3,1,1,0,1,0,5,5,10,4,2,3,4,3,3,2,4,4,2,25,3,Control
962,1,1,1,6,42,42,5,10,1,0,5,1,7,3,2,7,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,2,4,2,4,4,4,4,2,26,3,Descriptive
965,1,1,0,4,65,65,10,7,1,0,4,1,1,1,1,4,RepPat,2,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,3,4,4,4,31,4,Descriptive
966,1,1,1,5,44,44,5,11,1,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,5,3,8,2,1,4,4,4,4,2,4,4,1,27,3,Prescriptive
967,1,1,1,2,44,44,5,10,1,0,1,0,1,1,1,4,Control,1,1,7,1,3,0,1,0,1,5,5,10,4,2,4,4,4,4,3,4,4,4,31,4,Prescriptive
968,1,1,1,6,60,60,9,9,1,0,5,1,6,3,2,6,RepPat,2,5,3,3,1,1,0,1,0,5,4,9,3,2,1,4,1,4,1,4,2,1,18,1,Descriptive
970,1,1,0,6,73,73,11,11,1,0,3,0,3,1,1,1,Control,1,1,7,1,3,0,1,0,1,5,4,9,3,2,3,3,3,3,1,3,3,2,21,1,Control
971,1,1,0,2,73,73,11,5,1,0,2,0,5,3,2,5,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,2,3,1,2,2,3,3,2,18,1,Control
974,1,1,0,3,32,32,3,7,0,0,1,0,4,2,,4,DemPat,3,4,4,2,2,,,0,0,3,1,4,1,1,3,3,3,3,2,3,3,3,23,2,Descriptive
976,1,1,1,2,36,36,4,5,0,1,3,1,4,2,,5,DemPat,3,3,5,1,3,0,1,0,1,5,3,8,2,1,4,4,3,4,4,3,4,2,28,3,Control
980,1,1,0,4,50,50,7,8,1,1,5,0,7,3,2,6,Control,1,6,2,3,1,1,0,1,0,5,4,9,3,2,1,4,1,4,1,2,3,1,17,1,Descriptive
981,1,1,0,3,67,67,10,7,1,0,1,0,7,3,2,6,Control,1,6,2,3,1,1,0,1,0,4,3,7,1,1,2,4,4,4,1,4,3,1,23,2,Prescriptive
982,1,1,1,5,72,72,11,11,1,0,3,0,3,1,1,2,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,1,4,3,4,1,4,4,2,23,2,Prescriptive
983,1,1,0,6,30,30,3,8,1,0,3,0,5,3,2,6,DemPat,3,4,4,2,2,,,0,0,5,5,10,4,2,4,4,3,4,2,4,4,2,27,3,Control
985,1,1,0,5,54,54,7,7,0,0,1,0,3,1,1,5,RepPat,2,4,4,2,2,,,0,0,5,4,9,3,2,,4,,4,1,4,3,,,,Descriptive
986,1,1,0,1,57,57,8,2,0,0,1,0,1,1,1,1,RepPat,2,1,7,1,3,0,1,0,1,5,4,9,3,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
987,1,1,0,5,28,28,2,7,1,1,4,0,1,1,1,4,DemPat,3,6,2,3,1,1,0,1,0,4,5,9,3,2,3,2,3,4,1,3,3,4,23,2,Prescriptive
991,1,1,0,3,57,57,8,1,0,0,1,0,7,3,2,6,RepPat,2,6,2,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,1,4,4,2,27,3,Descriptive
995,1,1,1,2,61,61,9,4,1,0,6,1,6,3,2,4,Control,1,7,1,3,1,1,0,1,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Control
996,1,1,1,2,58,58,8,4,1,0,5,1,6,3,2,5,Control,1,4,4,2,2,,,0,0,5,5,10,4,2,4,4,4,4,4,4,4,4,32,4,Prescriptive
1000,1,1,1,5,35,35,4,6,1,1,5,0,5,3,2,6,RepPat,2,3,5,1,3,0,1,0,1,4,5,9,3,2,3,2,3,4,3,4,3,4,26,3,Descriptive
